SamplePointID,t551_CreatedByWhom,year,BioRegion,Tenure,CrownDamage,t500_VicGridXGIS,t500_VicGridYGIS
PE2176N2460,andrewclark,2019,NARACOORTE COASTAL PLAIN,STATE FOREST,25.625,2176000.0,2460000.0
PE2180N2372,andrewclark,2017,NARACOORTE COASTAL PLAIN,PARK/RESERVE,11.875,2180000.0,2372000.0
PE2180N2376,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,PARK/RESERVE,13.75,2180000.0,2376000.0
PE2180N2382,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,PARK/RESERVE,13.125,2180000.0,2382000.0
PE2180N2396,andrewclark,2016,NARACOORTE COASTAL PLAIN,STATE FOREST,46.111111111111114,2180000.0,2396000.0
PE2180N2400,andrewclark,2017,NARACOORTE COASTAL PLAIN,STATE FOREST,15.0,2180000.0,2400000.0
PE2180N2468,charleschikono,2018,NARACOORTE COASTAL PLAIN,PARK/RESERVE,12.5,2180000.0,2468000.0
PE2180N2720,andrewclark,2019,MURRAY DARLING DEPRESSION,PARK/RESERVE,13.125,2180000.0,2720000.0
PE2184N2372,andrewclark,2017,NARACOORTE COASTAL PLAIN,PARK/RESERVE,18.125,2184000.0,2372000.0
PE2184N2392,charleschikono,2018,NARACOORTE COASTAL PLAIN,STATE FOREST,13.75,2184000.0,2392000.0
PE2184N2404,andrewclark,2016,NARACOORTE COASTAL PLAIN,STATE FOREST,21.875,2184000.0,2404000.0
PE2184N2476,andrewclark,2017,VICTORIAN MIDLANDS,STATE FOREST,16.25,2184000.0,2476000.0
PE2186N2364,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,PARK/RESERVE,15.0,2186000.0,2364000.0
PE2186N2376,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,PARK/RESERVE,13.125,2186000.0,2376000.0
PE2188N2352,charleschikono,2018,NARACOORTE COASTAL PLAIN,PARK/RESERVE,16.666666666666668,2188000.0,2352000.0
PE2188N2368,andrewclark,2019,NARACOORTE COASTAL PLAIN,PARK/RESERVE,11.875,2188000.0,2368000.0
PE2188N2392,andrewclark,2017,NARACOORTE COASTAL PLAIN,STATE FOREST,32.22222222222222,2188000.0,2392000.0
PE2188N2396,charleschikono,2018,NARACOORTE COASTAL PLAIN,STATE FOREST,18.0,2188000.0,2396000.0
PE2188N2404,andrewclark,2019,NARACOORTE COASTAL PLAIN,STATE FOREST,14.166666666666666,2188000.0,2404000.0
PE2192N2364,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,PARK/RESERVE,10.833333333333334,2192000.0,2364000.0
PE2192N2368,andrewclark,2017,NARACOORTE COASTAL PLAIN,PARK/RESERVE,0.0,2192000.0,2368000.0
PE2192N2814,andrewclark,2017,RIVERINA,PARK/RESERVE,11.666666666666666,2192000.0,2814000.0
PE2196N2384,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,STATE FOREST,20.0,2196000.0,2384000.0
PE2196N2386,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,STATE FOREST,15.0,2196000.0,2386000.0
PE2198N2352,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,PARK/RESERVE,5.625,2198000.0,2352000.0
PE2198N2386,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,11.25,2198000.0,2386000.0
PE2200N2380,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,STATE FOREST,17.77777777777778,2200000.0,2380000.0
PE2200N2382,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,STATE FOREST,11.875,2200000.0,2382000.0
PE2200N2396,andrewclark,2017,NARACOORTE COASTAL PLAIN,STATE FOREST,16.25,2200000.0,2396000.0
PE2200N2740,andrewclark,2017,MURRAY DARLING DEPRESSION,PARK/RESERVE,13.75,2200000.0,2740000.0
PE2200N2812,andrewclark,2018,RIVERINA,PARK/RESERVE,10.0,2200000.0,2812000.0
PE2202N2382,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,11.875,2202000.0,2382000.0
PE2202N2384,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,STATE FOREST,50.0,2202000.0,2384000.0
PE2202N2386,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,STATE FOREST,11.25,2202000.0,2386000.0
PE2204N2380,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,12.5,2204000.0,2380000.0
PE2204N2382,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,16.875,2204000.0,2382000.0
PE2204N2384,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,STATE FOREST,20.0,2204000.0,2384000.0
PE2204N2388,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,PARK/RESERVE,12.222222222222221,2204000.0,2388000.0
PE2206N2364,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,STATE FOREST,19.375,2206000.0,2364000.0
PE2206N2382,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,18.125,2206000.0,2382000.0
PE2206N2386,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,11.875,2206000.0,2386000.0
PE2208N2364,andrewclark,2017,NARACOORTE COASTAL PLAIN,STATE FOREST,18.125,2208000.0,2364000.0
PE2208N2378,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,STATE FOREST,18.75,2208000.0,2378000.0
PE2208N2380,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,STATE FOREST,12.5,2208000.0,2380000.0
PE2208N2386,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,14.375,2208000.0,2386000.0
PE2210N2358,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,18.75,2210000.0,2358000.0
PE2210N2360,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,STATE FOREST,16.25,2210000.0,2360000.0
PE2210N2362,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,STATE FOREST,13.75,2210000.0,2362000.0
PE2210N2440,andrewclark,2017,VICTORIAN MIDLANDS,PARK/RESERVE,15.0,2210000.0,2440000.0
PE2212N2362,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,10.0,2212000.0,2362000.0
PE2212N2378,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,13.75,2212000.0,2378000.0
PE2214N2360,charleschikono,2018,VICTORIAN VOLCANIC PLAIN,STATE FOREST,21.11111111111111,2214000.0,2360000.0
PE2214N2362,andrewclark,2019,VICTORIAN VOLCANIC PLAIN,STATE FOREST,16.875,2214000.0,2362000.0
PE2216N2372,andrewclark,2017,VICTORIAN VOLCANIC PLAIN,STATE FOREST,12.5,2216000.0,2372000.0
PE2216N2814,andrewclark,2017,RIVERINA,PARK/RESERVE,17.5,2216000.0,2814000.0
