bioregion,gridcode,label,local_area,local_area_pct,sum_area
AUSTRALIAN ALPS,5,State Forest,315681.96908338193,0.9394718296513308,336020.6864324415
AUSTRALIAN ALPS,1,Other Crown Land,1.29001144222,0.007381376848220659,174.76569327726003
AUSTRALIAN ALPS,2,Other Crown Land,14.52597994242,0.08311688449846395,174.76569327726003
AUSTRALIAN ALPS,3,Other Crown Land,71.80547711467,0.41086712024626576,174.76569327726003
AUSTRALIAN ALPS,4,Other Crown Land,23.239151390849997,0.1329731880156928,174.76569327726003
AUSTRALIAN ALPS,5,Other Crown Land,63.905073387099996,0.3656614303913566,174.76569327726003
SOUTH EAST CORNER,1,Parks & Reserves,912.6899736323799,0.0021720860489489124,420190.523333105
SOUTH EAST CORNER,2,Parks & Reserves,2009.72272215564,0.004782884454922457,420190.523333105
SOUTH EAST CORNER,3,Parks & Reserves,54381.79614502829,0.12942175781036655,420190.523333105
SOUTH EAST CORNER,4,Parks & Reserves,4643.471783100899,0.011050872224026334,420190.523333105
SOUTH EAST CORNER,5,Parks & Reserves,358242.8427091879,0.8525723994617359,420190.523333105
SOUTH EAST CORNER,1,Private,50.15646350128,0.036286644965739856,1382.2292898292299
SOUTH EAST CORNER,2,Private,123.78762159998,0.08955650304246814,1382.2292898292299
SOUTH EAST CORNER,3,Private,612.00643177287,0.44276766255508987,1382.2292898292299
SOUTH EAST CORNER,4,Private,50.26234437517,0.036363246492468526,1382.2292898292299
SOUTH EAST CORNER,5,Private,546.01642857993,0.39502594294423365,1382.2292898292299
SOUTH EAST CORNER,1,State Forest,166.38349310682,0.00024191772121156892,687768.9334768058
SOUTH EAST CORNER,2,State Forest,1790.32237607677,0.0026030870092173864,687768.9334768058
SOUTH EAST CORNER,3,State Forest,80651.39250079266,0.11726524501925985,687768.9334768058
SOUTH EAST CORNER,4,State Forest,5357.50169655125,0.00778968260381875,687768.9334768058
SOUTH EAST CORNER,5,State Forest,599803.3334102784,0.8721000676464926,687768.9334768058
SOUTH EAST CORNER,1,Other Crown Land,845.9741344879801,0.1416697375543278,5971.452683489049
SOUTH EAST CORNER,2,Other Crown Land,856.7073551323899,0.14346715959102702,5971.452683489049
SOUTH EAST CORNER,3,Other Crown Land,2599.14570045481,0.4352618765014077,5971.452683489049
SOUTH EAST CORNER,4,Other Crown Land,162.63714040007,0.027235774780525104,5971.452683489049
SOUTH EAST CORNER,5,Other Crown Land,1506.9883530138002,0.25236545157271256,5971.452683489049
